#time	analog (mA)	digital (mA)	status
2022-01-31 13:30:53.544744	14.26	77.50	1
2022-01-31 13:30:53.645851	14.26	78.07	1
2022-01-31 13:30:53.746826	14.58	78.71	1
2022-01-31 13:30:53.847742	13.86	77.75	1
2022-01-31 13:30:53.948674	14.42	77.91	1
2022-01-31 13:30:54.049616	14.34	78.47	1
2022-01-31 13:30:54.150629	14.74	79.20	1
2022-01-31 13:30:54.251549	14.50	77.91	1
2022-01-31 13:30:54.352465	13.94	79.20	1
2022-01-31 13:30:54.453367	14.82	77.83	1
2022-01-31 13:30:54.554269	14.26	78.39	1
2022-01-31 13:30:54.655270	15.15	77.75	1
2022-01-31 13:30:54.756225	14.82	78.96	1
2022-01-31 13:30:54.857135	13.86	78.07	1
2022-01-31 13:30:54.958050	14.42	78.71	1
2022-01-31 13:30:55.058953	14.02	78.31	1
2022-01-31 13:30:55.159942	14.66	79.04	1
2022-01-31 13:30:55.260859	14.10	78.31	1
2022-01-31 13:30:55.361779	14.74	78.39	1
2022-01-31 13:30:55.462687	14.34	78.31	1
2022-01-31 13:30:55.563602	14.50	78.71	1
2022-01-31 13:30:55.664710	14.58	78.07	1
2022-01-31 13:30:55.765706	14.50	78.47	1
2022-01-31 13:30:55.866617	14.58	77.99	1
2022-01-31 13:30:55.967519	15.15	78.47	1
2022-01-31 13:30:56.068454	14.50	77.99	1
2022-01-31 13:30:56.169463	14.66	78.87	1
2022-01-31 13:30:56.270396	15.07	78.31	1
2022-01-31 13:30:56.371312	14.26	78.55	1
2022-01-31 13:30:56.472236	14.50	77.91	1
2022-01-31 13:30:56.573151	14.26	77.83	1
2022-01-31 13:30:56.674157	14.50	78.87	1
2022-01-31 13:30:56.775096	14.34	78.47	1
2022-01-31 13:30:56.876019	14.18	77.18	1
2022-01-31 13:30:56.976925	14.99	78.07	1
2022-01-31 13:30:57.077830	14.74	78.39	1
2022-01-31 13:30:57.178818	13.78	78.47	1
2022-01-31 13:30:57.279736	15.15	78.55	1
2022-01-31 13:30:57.380663	14.82	78.87	1
2022-01-31 13:30:57.481560	14.58	77.50	1
2022-01-31 13:30:57.582475	14.58	77.91	1
2022-01-31 13:30:57.683476	13.94	78.63	1
2022-01-31 13:30:57.784413	15.55	77.75	1
2022-01-31 13:30:57.885317	15.39	78.79	1
2022-01-31 13:30:57.986237	14.50	78.47	1
2022-01-31 13:30:58.088181	14.18	77.67	1
2022-01-31 13:30:58.190347	15.07	78.79	1
2022-01-31 13:30:58.292387	14.58	78.15	1
2022-01-31 13:30:58.394395	14.82	78.15	1
2022-01-31 13:30:58.496460	14.58	78.23	1
