#time	analog (mA)	digital (mA)	status
2022-01-31 13:51:56.389620	14.02	67.76	1
2022-01-31 13:51:56.490716	14.42	66.79	1
2022-01-31 13:51:56.591681	13.29	67.84	1
2022-01-31 13:51:56.692611	13.54	66.95	1
2022-01-31 13:51:56.793531	13.94	67.11	1
2022-01-31 13:51:56.894465	13.86	66.23	1
2022-01-31 13:51:56.995507	13.94	67.11	1
2022-01-31 13:51:57.096441	13.94	66.71	1
2022-01-31 13:51:57.197381	14.26	67.43	1
2022-01-31 13:51:57.298299	14.74	67.43	1
2022-01-31 13:51:57.399271	13.70	67.19	1
2022-01-31 13:51:57.500338	13.94	67.51	1
2022-01-31 13:51:57.601300	13.86	67.35	1
2022-01-31 13:51:57.702233	13.62	67.68	1
2022-01-31 13:51:57.803155	14.02	67.19	1
2022-01-31 13:51:57.904115	14.02	67.60	1
2022-01-31 13:51:58.005130	14.18	66.87	1
2022-01-31 13:51:58.106059	13.54	67.11	1
2022-01-31 13:51:58.207001	13.78	66.39	1
2022-01-31 13:51:58.307928	14.26	67.19	1
2022-01-31 13:51:58.408842	14.26	67.03	1
2022-01-31 13:51:58.509845	14.42	66.55	1
2022-01-31 13:51:58.610764	14.26	68.16	1
2022-01-31 13:51:58.711703	14.26	67.92	1
2022-01-31 13:51:58.812619	14.58	66.71	1
2022-01-31 13:51:58.913534	14.58	66.71	1
2022-01-31 13:51:59.014536	12.89	67.11	1
2022-01-31 13:51:59.115487	14.10	66.23	1
2022-01-31 13:51:59.216421	13.70	67.11	1
2022-01-31 13:51:59.317338	14.34	67.51	1
2022-01-31 13:51:59.418281	14.66	67.51	1
2022-01-31 13:51:59.519297	14.10	66.15	1
2022-01-31 13:51:59.620249	14.26	67.19	1
2022-01-31 13:51:59.721206	13.62	67.60	1
2022-01-31 13:51:59.822133	14.58	67.11	1
2022-01-31 13:51:59.923046	13.78	65.98	1
2022-01-31 13:52:00.024075	13.54	66.39	1
2022-01-31 13:52:00.125011	13.37	66.23	1
2022-01-31 13:52:00.225949	13.45	67.27	1
2022-01-31 13:52:00.326895	13.86	66.55	1
2022-01-31 13:52:00.427811	13.62	67.03	1
2022-01-31 13:52:00.528814	12.97	67.35	1
2022-01-31 13:52:00.629738	14.34	66.87	1
2022-01-31 13:52:00.730664	13.86	67.03	1
2022-01-31 13:52:00.831586	14.10	66.39	1
2022-01-31 13:52:00.932640	13.54	66.63	1
2022-01-31 13:52:01.034945	14.02	66.63	1
2022-01-31 13:52:01.137151	13.62	66.63	1
2022-01-31 13:52:01.239242	13.78	66.31	1
2022-01-31 13:52:01.341382	13.86	66.47	1
