#time	analog (mA)	digital (mA)	status
2022-01-27 14:07:36.932740	15.95	62.60	1
2022-01-27 14:07:37.033861	15.55	62.92	1
2022-01-27 14:07:37.134810	15.63	62.84	1
2022-01-27 14:07:37.235759	15.55	62.60	1
2022-01-27 14:07:37.336723	15.87	63.41	1
2022-01-27 14:07:37.437659	15.23	63.41	1
2022-01-27 14:07:37.538683	16.11	63.24	1
2022-01-27 14:07:37.639608	15.63	62.84	1
2022-01-27 14:07:37.740579	16.27	63.41	1
2022-01-27 14:07:37.841490	15.79	63.97	1
2022-01-27 14:07:37.942401	15.95	62.68	1
2022-01-27 14:07:38.043404	16.19	63.24	1
2022-01-27 14:07:38.144323	16.03	62.28	1
2022-01-27 14:07:38.245259	16.44	62.36	1
2022-01-27 14:07:38.346176	15.87	62.76	1
2022-01-27 14:07:38.447080	16.19	62.92	1
2022-01-27 14:07:38.548068	14.99	63.65	1
2022-01-27 14:07:38.649002	15.63	62.44	1
2022-01-27 14:07:38.749948	15.47	62.60	1
2022-01-27 14:07:38.850853	15.23	62.92	1
2022-01-27 14:07:38.951783	15.95	62.76	1
2022-01-27 14:07:39.052772	16.68	63.24	1
2022-01-27 14:07:39.153696	16.03	63.41	1
2022-01-27 14:07:39.254634	15.63	63.00	1
2022-01-27 14:07:39.355538	16.11	63.00	1
2022-01-27 14:07:39.456446	15.79	63.89	1
2022-01-27 14:07:39.557434	16.35	62.60	1
2022-01-27 14:07:39.658345	16.35	62.68	1
2022-01-27 14:07:39.759263	16.03	62.12	1
2022-01-27 14:07:39.860176	15.31	63.24	1
2022-01-27 14:07:39.961099	16.44	63.00	1
2022-01-27 14:07:40.062115	16.27	63.24	1
2022-01-27 14:07:40.163043	16.27	63.00	1
2022-01-27 14:07:40.263978	16.11	62.76	1
2022-01-27 14:07:40.364902	16.11	62.92	1
2022-01-27 14:07:40.465803	16.44	61.15	1
2022-01-27 14:07:40.566805	16.03	62.92	1
2022-01-27 14:07:40.667717	15.63	63.24	1
2022-01-27 14:07:40.768630	16.35	62.60	1
2022-01-27 14:07:40.869535	16.44	62.36	1
2022-01-27 14:07:40.970439	15.07	62.84	1
2022-01-27 14:07:41.071420	16.03	62.44	1
2022-01-27 14:07:41.172380	16.11	63.33	1
2022-01-27 14:07:41.273287	15.87	63.49	1
2022-01-27 14:07:41.374201	16.44	62.36	1
2022-01-27 14:07:41.475200	15.55	62.52	1
2022-01-27 14:07:41.577346	14.99	62.28	1
2022-01-27 14:07:41.679396	15.95	63.33	1
2022-01-27 14:07:41.781435	15.39	62.20	1
2022-01-27 14:07:41.883502	15.63	63.16	1
