# value	current [nA]
0	0.006000
1	0.017250
2	0.032250
3	0.042750
4	0.057750
5	0.069000
6	0.083250
7	0.096000
8	0.109500
9	0.121500
10	0.132750
11	0.147750
12	0.162000
13	0.172500
14	0.188250
15	0.204000
16	0.212250
17	0.223500
18	0.242250
19	0.253500
20	0.264750
21	0.281250
22	0.291750
23	0.306750
24	0.321000
25	0.331500
26	0.347250
27	0.356250
28	0.372000
29	0.386250
30	0.402750
31	0.411000
32	0.421500
33	0.439500
34	0.455250
35	0.462750
36	0.475500
37	0.493500
38	0.501000
39	0.518250
40	0.527250
41	0.539250
42	0.555750
43	0.570000
44	0.580500
45	0.594750
46	0.610500
47	0.620250
48	0.634500
49	0.646500
50	0.658500
51	0.672750
52	0.687000
53	0.699000
54	0.711750
55	0.721500
56	0.732750
57	0.750000
58	0.763500
59	0.777000
60	0.791250
61	0.804000
62	0.813750
63	0.828750
64	0.841500
65	0.853500
66	0.865500
67	0.879000
68	0.893250
69	0.905250
70	0.918000
71	0.930000
72	0.939750
73	0.954750
74	0.968250
75	0.982500
76	0.991500
77	1.008000
78	1.021500
79	1.030500
80	1.044000
81	1.058250
82	1.072500
83	1.083000
84	1.098000
85	1.111500
86	1.119750
87	1.133250
88	1.146750
89	1.163250
90	1.171500
91	1.185000
92	1.198500
93	1.210500
94	1.224750
95	1.236750
96	1.248750
97	1.259250
98	1.272750
99	1.287750
100	1.298250
101	1.316250
102	1.326000
103	1.335000
104	1.350750
105	1.361250
106	1.377750
107	1.388250
108	1.402500
109	1.413750
110	1.427250
111	1.441500
112	1.454250
113	1.464750
114	1.479000
115	1.493250
116	1.503000
117	1.515750
118	1.527000
119	1.540500
120	1.550250
121	1.570500
122	1.581000
123	1.590750
124	1.605750
125	1.617750
126	1.629750
127	1.646250
128	1.656750
129	1.670250
130	1.684500
131	1.692750
132	1.706250
133	1.717500
134	1.734750
135	1.745250
136	1.758750
137	1.771500
138	1.782750
139	1.794000
140	1.807500
141	1.822500
142	1.833000
143	1.847250
144	1.860000
145	1.875750
146	1.884750
147	1.896750
148	1.906500
149	1.926000
150	1.935750
151	1.944750
152	1.962750
153	1.971000
154	1.987500
155	1.995000
156	2.010750
157	2.023500
158	2.034750
159	2.046000
160	2.061750
161	2.078250
162	2.081250
163	2.097000
164	2.113500
165	2.126250
166	2.139000
167	2.147250
168	2.163000
169	2.173500
170	2.187000
171	2.205750
172	2.211750
173	2.225250
174	2.235750
175	2.250750
176	2.264250
177	2.275500
178	2.289750
179	2.301000
180	2.315250
181	2.325750
182	2.341500
183	2.349750
184	2.359500
185	2.373000
186	2.389500
187	2.398500
188	2.411250
189	2.427000
190	2.438250
191	2.452500
192	2.463750
193	2.475750
194	2.484750
195	2.502000
196	2.515500
197	2.529750
198	2.535000
199	2.553000
200	2.562000
201	2.577000
202	2.592000
203	2.601000
204	2.616750
205	2.629500
206	2.640000
207	2.655000
208	2.663250
209	2.680500
210	2.691750
211	2.703750
212	2.716500
213	2.729250
214	2.737500
215	2.756250
216	2.769000
217	2.778750
218	2.789250
219	2.802000
220	2.815500
221	2.829000
222	2.839500
223	2.852250
224	2.865000
225	2.875500
226	2.892000
227	2.901750
228	2.916750
229	2.928000
230	2.939250
231	2.952750
232	2.964000
233	2.977500
234	2.989500
235	3.001500
236	3.015000
237	3.025500
238	3.033750
239	3.034500
240	3.035250
241	3.035250
242	3.035250
243	3.036000
244	3.036000
245	3.036000
246	3.036000
247	3.036000
248	3.036000
249	3.036000
250	3.036000
251	3.036000
252	3.036000
253	3.036000
254	3.036750
255	3.036750
