#time	analog (mA)	digital (mA)	status
2022-02-01 13:11:01.325290	15.07	63.08	1
2022-02-01 13:11:01.426412	14.82	62.76	1
2022-02-01 13:11:01.527342	13.86	63.81	1
2022-02-01 13:11:01.628310	14.74	62.36	1
2022-02-01 13:11:01.729236	14.58	63.49	1
2022-02-01 13:11:01.830185	14.18	63.65	1
2022-02-01 13:11:01.931214	14.99	63.08	1
2022-02-01 13:11:02.032192	13.94	62.76	1
2022-02-01 13:11:02.133120	14.10	63.24	1
2022-02-01 13:11:02.234036	13.70	63.33	1
2022-02-01 13:11:02.334950	14.10	62.44	1
2022-02-01 13:11:02.435995	14.10	62.44	1
2022-02-01 13:11:02.536914	14.66	63.08	1
2022-02-01 13:11:02.637834	14.10	62.28	1
2022-02-01 13:11:02.738751	14.42	63.00	1
2022-02-01 13:11:02.839674	14.02	63.49	1
2022-02-01 13:11:02.940687	14.42	64.29	1
2022-02-01 13:11:03.041605	13.86	63.33	1
2022-02-01 13:11:03.142524	14.18	62.04	1
2022-02-01 13:11:03.243473	14.99	63.49	1
2022-02-01 13:11:03.344411	14.58	62.76	1
2022-02-01 13:11:03.445407	13.45	62.92	1
2022-02-01 13:11:03.546321	15.07	62.92	1
2022-02-01 13:11:03.647242	14.42	62.76	1
2022-02-01 13:11:03.748184	14.10	61.47	1
2022-02-01 13:11:03.849107	14.42	62.12	1
2022-02-01 13:11:03.950110	14.90	62.84	1
2022-02-01 13:11:04.051024	14.82	63.00	1
2022-02-01 13:11:04.151960	14.02	63.16	1
2022-02-01 13:11:04.252879	14.82	62.20	1
2022-02-01 13:11:04.353794	13.94	62.68	1
2022-02-01 13:11:04.454781	14.34	63.16	1
2022-02-01 13:11:04.555695	14.58	62.12	1
2022-02-01 13:11:04.656649	14.26	63.33	1
2022-02-01 13:11:04.757560	14.90	63.00	1
2022-02-01 13:11:04.858465	14.26	61.87	1
2022-02-01 13:11:04.959475	14.90	63.57	1
2022-02-01 13:11:05.060419	14.99	63.24	1
2022-02-01 13:11:05.161342	14.66	64.05	1
2022-02-01 13:11:05.262272	14.34	63.08	1
2022-02-01 13:11:05.363198	13.94	63.00	1
2022-02-01 13:11:05.464200	14.58	63.49	1
2022-02-01 13:11:05.565154	14.82	62.12	1
2022-02-01 13:11:05.666066	14.34	62.76	1
2022-02-01 13:11:05.766983	14.34	63.08	1
2022-02-01 13:11:05.869035	14.26	63.41	1
2022-02-01 13:11:05.971225	14.90	63.33	1
2022-02-01 13:11:06.073310	15.15	62.92	1
2022-02-01 13:11:06.175328	14.82	63.33	1
2022-02-01 13:11:06.277463	14.82	63.24	1
