#time	analog (mA)	digital (mA)	status
2022-01-27 15:28:08.076102	15.47	64.69	1
2022-01-27 15:28:08.177218	14.58	64.37	1
2022-01-27 15:28:08.278191	14.26	64.78	1
2022-01-27 15:28:08.379111	15.07	65.02	1
2022-01-27 15:28:08.480064	14.34	64.69	1
2022-01-27 15:28:08.580981	14.50	64.86	1
2022-01-27 15:28:08.681999	14.10	64.86	1
2022-01-27 15:28:08.782946	14.18	64.61	1
2022-01-27 15:28:08.883910	14.82	64.78	1
2022-01-27 15:28:08.984827	14.90	64.78	1
2022-01-27 15:28:09.085730	15.47	64.45	1
2022-01-27 15:28:09.186736	14.50	64.69	1
2022-01-27 15:28:09.287649	13.86	65.02	1
2022-01-27 15:28:09.388583	14.58	64.45	1
2022-01-27 15:28:09.489495	14.02	64.86	1
2022-01-27 15:28:09.590403	14.74	65.02	1
2022-01-27 15:28:09.691393	14.42	64.69	1
2022-01-27 15:28:09.792312	14.66	63.57	1
2022-01-27 15:28:09.893224	14.82	64.78	1
2022-01-27 15:28:09.994123	15.63	64.61	1
2022-01-27 15:28:10.095044	14.50	65.50	1
2022-01-27 15:28:10.196078	15.15	64.69	1
2022-01-27 15:28:10.296994	14.90	65.02	1
2022-01-27 15:28:10.397901	14.50	64.37	1
2022-01-27 15:28:10.498814	14.82	64.86	1
2022-01-27 15:28:10.599735	14.26	64.29	1
2022-01-27 15:28:10.700757	14.18	64.53	1
2022-01-27 15:28:10.801699	14.26	64.53	1
2022-01-27 15:28:10.902600	14.50	64.78	1
2022-01-27 15:28:11.003506	14.26	65.42	1
2022-01-27 15:28:11.104432	14.34	64.61	1
2022-01-27 15:28:11.205453	13.94	64.61	1
2022-01-27 15:28:11.306385	14.50	65.34	1
2022-01-27 15:28:11.407302	14.42	64.29	1
2022-01-27 15:28:11.508234	14.90	64.37	1
2022-01-27 15:28:11.609152	14.10	64.69	1
2022-01-27 15:28:11.710148	14.66	65.10	1
2022-01-27 15:28:11.811068	14.18	65.10	1
2022-01-27 15:28:11.912025	14.58	64.29	1
2022-01-27 15:28:12.012932	14.74	64.78	1
2022-01-27 15:28:12.113839	14.42	63.97	1
2022-01-27 15:28:12.214837	14.99	64.94	1
2022-01-27 15:28:12.315751	13.86	64.69	1
2022-01-27 15:28:12.416716	15.07	63.89	1
2022-01-27 15:28:12.517623	14.02	65.26	1
2022-01-27 15:28:12.619570	14.74	64.29	1
2022-01-27 15:28:12.721756	14.42	64.78	1
2022-01-27 15:28:12.823854	14.99	65.02	1
2022-01-27 15:28:12.925861	15.15	63.89	1
2022-01-27 15:28:13.027883	13.86	64.45	1
