# value	voltage [V]
0	0.375820
1	0.382270
2	0.389150
3	0.395600
4	0.402480
5	0.408930
6	0.415380
7	0.422260
8	0.429140
9	0.435160
10	0.442470
11	0.448920
12	0.455370
13	0.461820
14	0.468700
15	0.475580
16	0.481600
17	0.488480
18	0.495360
19	0.501810
20	0.508690
21	0.515140
22	0.522020
23	0.528470
24	0.535350
25	0.541370
26	0.548250
27	0.555130
28	0.561580
29	0.568460
30	0.575340
31	0.581790
32	0.588240
33	0.595120
34	0.601570
35	0.608450
36	0.614900
37	0.621350
38	0.628230
39	0.634680
40	0.641560
41	0.648010
42	0.654460
43	0.661340
44	0.668220
45	0.674670
46	0.681120
47	0.688000
48	0.694450
49	0.701330
50	0.707780
51	0.714230
52	0.721110
53	0.727560
54	0.734440
55	0.740890
56	0.747340
57	0.754220
58	0.761100
59	0.767550
60	0.774000
61	0.780450
62	0.787760
63	0.793780
64	0.800660
65	0.807110
66	0.813990
67	0.820870
68	0.827320
69	0.833770
70	0.840650
71	0.847100
72	0.853550
73	0.860430
74	0.866880
75	0.873760
76	0.880640
77	0.886660
78	0.893540
79	0.900420
80	0.906870
81	0.913750
82	0.920200
83	0.927080
84	0.933530
85	0.939980
86	0.946860
87	0.953310
88	0.959760
89	0.966640
90	0.973520
91	0.980400
92	0.986850
93	0.993300
94	1.000180
95	1.006630
96	1.013510
97	1.019960
98	1.026840
99	1.033290
100	1.039310
101	1.046620
102	1.053500
103	1.059950
104	1.066830
105	1.073710
106	1.080160
107	1.086610
108	1.093490
109	1.099940
110	1.106820
111	1.113700
112	1.120150
113	1.127030
114	1.133480
115	1.140360
116	1.146810
117	1.153690
118	1.160570
119	1.167020
120	1.173900
121	1.180780
122	1.187230
123	1.194110
124	1.200560
125	1.207010
126	1.214320
127	1.221200
128	1.227650
129	1.234530
130	1.241410
131	1.248290
132	1.254310
133	1.261190
134	1.268070
135	1.274950
136	1.281400
137	1.287850
138	1.294730
139	1.301180
140	1.308060
141	1.314940
142	1.321820
143	1.328270
144	1.334720
145	1.341600
146	1.348480
147	1.354930
148	1.361810
149	1.368260
150	1.375140
151	1.382020
152	1.388900
153	1.395780
154	1.402230
155	1.409110
156	1.415560
157	1.422010
158	1.428890
159	1.436200
160	1.442650
161	1.449100
162	1.455980
163	1.462430
164	1.469310
165	1.475760
166	1.482640
167	1.489520
168	1.495970
169	1.502850
170	1.509300
171	1.515750
172	1.522630
173	1.529080
174	1.535530
175	1.541980
176	1.548860
177	1.555310
178	1.561330
179	1.568210
180	1.574660
181	1.581110
182	1.587130
183	1.593150
184	1.599600
185	1.605620
186	1.612070
187	1.617230
188	1.623250
189	1.628410
190	1.634000
191	1.639590
192	1.644750
193	1.649910
194	1.654640
195	1.659800
196	1.664100
197	1.668400
198	1.672700
199	1.677000
200	1.680870
201	1.684740
202	1.688180
203	1.691620
204	1.694630
205	1.697210
206	1.700220
207	1.702800
208	1.704950
209	1.707100
210	1.708820
211	1.710540
212	1.711400
213	1.711830
214	1.712690
215	1.712690
216	1.712690
217	1.713120
218	1.713120
219	1.713120
220	1.713550
221	1.713550
222	1.713550
223	1.713980
224	1.713550
225	1.713980
226	1.713980
227	1.713550
228	1.713980
229	1.713980
230	1.713980
231	1.713980
232	1.713980
233	1.713980
234	1.713980
235	1.713980
236	1.713980
237	1.713980
238	1.713980
239	1.713980
240	1.713980
241	1.713980
242	1.713980
243	1.713980
244	1.713980
245	1.713980
246	1.713980
247	1.713980
248	1.713980
249	1.713980
250	1.713550
251	1.713980
252	1.713980
253	1.713980
254	1.713980
255	1.713980
