# value	current [nA]
0	0.009750
1	0.017250
2	0.033000
3	0.049500
4	0.063000
5	0.076500
6	0.090750
7	0.103500
8	0.117750
9	0.132750
10	0.142500
11	0.159750
12	0.173250
13	0.186750
14	0.198000
15	0.216750
16	0.227250
17	0.242250
18	0.259500
19	0.269250
20	0.283500
21	0.297750
22	0.314250
23	0.327000
24	0.337500
25	0.351750
26	0.369000
27	0.379500
28	0.391500
29	0.408750
30	0.420000
31	0.431250
32	0.450000
33	0.462000
34	0.476250
35	0.489750
36	0.501750
37	0.516000
38	0.527250
39	0.540750
40	0.556500
41	0.569250
42	0.582000
43	0.600000
44	0.611250
45	0.624000
46	0.635250
47	0.651000
48	0.664500
49	0.675750
50	0.692250
51	0.703500
52	0.718500
53	0.732000
54	0.744750
55	0.758250
56	0.774750
57	0.783000
58	0.800250
59	0.812250
60	0.820500
61	0.840750
62	0.850500
63	0.864000
64	0.875250
65	0.892500
66	0.903000
67	0.918750
68	0.929250
69	0.943500
70	0.954000
71	0.969750
72	0.981000
73	0.998250
74	1.009500
75	1.023000
76	1.038000
77	1.046250
78	1.062750
79	1.077000
80	1.090500
81	1.101750
82	1.116750
83	1.126500
84	1.143000
85	1.154250
86	1.166250
87	1.180500
88	1.192500
89	1.206750
90	1.215750
91	1.230000
92	1.244250
93	1.261500
94	1.271250
95	1.284750
96	1.293000
97	1.313250
98	1.322250
99	1.335750
100	1.347000
101	1.359000
102	1.374000
103	1.386750
104	1.401000
105	1.414500
106	1.425750
107	1.440000
108	1.452750
109	1.464000
110	1.474500
111	1.491000
112	1.503000
113	1.515750
114	1.530750
115	1.540500
116	1.554750
117	1.566750
118	1.579500
119	1.596000
120	1.605750
121	1.618500
122	1.631250
123	1.645500
124	1.656000
125	1.670250
126	1.685250
127	1.696500
128	1.712250
129	1.724250
130	1.735500
131	1.748250
132	1.761750
133	1.773750
134	1.785000
135	1.800750
136	1.813500
137	1.825500
138	1.839000
139	1.852500
140	1.866750
141	1.877250
142	1.890750
143	1.902000
144	1.914000
145	1.929000
146	1.940250
147	1.953000
148	1.962750
149	1.981500
150	1.989750
151	2.003250
152	2.017500
153	2.029500
154	2.040000
155	2.057250
156	2.067750
157	2.076750
158	2.091750
159	2.106750
160	2.119500
161	2.131500
162	2.145000
163	2.154000
164	2.170500
165	2.184000
166	2.192250
167	2.204250
168	2.221500
169	2.233500
170	2.250000
171	2.261250
172	2.271750
173	2.281500
174	2.297250
175	2.309250
176	2.319000
177	2.335500
178	2.344500
179	2.360250
180	2.375250
181	2.386500
182	2.398500
183	2.410500
184	2.424000
185	2.436000
186	2.448750
187	2.461500
188	2.472000
189	2.484000
190	2.498250
191	2.513250
192	2.525250
193	2.536500
194	2.548500
195	2.564250
196	2.576250
197	2.585250
198	2.599500
199	2.613000
200	2.624250
201	2.637750
202	2.651250
203	2.665500
204	2.674500
205	2.691000
206	2.701500
207	2.715000
208	2.724750
209	2.740500
210	2.752500
211	2.765250
212	2.778000
213	2.790000
214	2.801250
215	2.817000
216	2.828250
217	2.836500
218	2.853000
219	2.863500
220	2.878500
221	2.890500
222	2.902500
223	2.916750
224	2.927250
225	2.939250
226	2.954250
227	2.965500
228	2.977500
229	2.991000
230	3.003000
231	3.017250
232	3.027000
233	3.034500
234	3.035250
235	3.035250
236	3.035250
237	3.035250
238	3.036000
239	3.036000
240	3.036000
241	3.036000
242	3.036000
243	3.036000
244	3.036750
245	3.036000
246	3.036000
247	3.036750
248	3.036750
249	3.036000
250	3.036000
251	3.036750
252	3.036750
253	3.036750
254	3.036750
255	3.036750
