#time	analog (mA)	digital (mA)	status
2022-01-26 13:45:03.596035	13.54	67.03	1
2022-01-26 13:45:03.697134	13.29	67.43	1
2022-01-26 13:45:03.798062	13.21	67.76	1
2022-01-26 13:45:03.899012	12.89	67.11	1
2022-01-26 13:45:03.999923	12.89	66.95	1
2022-01-26 13:45:04.100831	13.37	67.03	1
2022-01-26 13:45:04.201822	13.21	67.27	1
2022-01-26 13:45:04.302735	12.57	66.71	1
2022-01-26 13:45:04.403649	12.89	67.03	1
2022-01-26 13:45:04.504611	13.21	67.35	1
2022-01-26 13:45:04.605511	12.57	67.03	1
2022-01-26 13:45:04.706489	13.13	67.60	1
2022-01-26 13:45:04.807410	12.41	66.87	1
2022-01-26 13:45:04.908313	12.73	67.27	1
2022-01-26 13:45:05.009223	12.73	66.87	1
2022-01-26 13:45:05.110148	12.73	67.27	1
2022-01-26 13:45:05.211128	12.57	68.32	1
2022-01-26 13:45:05.312068	13.62	67.76	1
2022-01-26 13:45:05.412973	13.62	68.00	1
2022-01-26 13:45:05.513885	13.29	67.03	1
2022-01-26 13:45:05.614831	13.29	67.35	1
2022-01-26 13:45:05.715857	11.68	67.76	1
2022-01-26 13:45:05.816771	13.13	68.00	1
2022-01-26 13:45:05.917689	13.70	67.51	1
2022-01-26 13:45:06.018600	12.41	66.71	1
2022-01-26 13:45:06.119520	13.05	67.60	1
2022-01-26 13:45:06.220543	12.25	67.35	1
2022-01-26 13:45:06.321456	12.57	67.84	1
2022-01-26 13:45:06.422361	13.21	67.27	1
2022-01-26 13:45:06.523273	12.57	66.79	1
2022-01-26 13:45:06.624207	12.41	66.23	1
2022-01-26 13:45:06.725192	12.65	66.55	1
2022-01-26 13:45:06.826112	13.13	66.87	1
2022-01-26 13:45:06.927016	13.13	67.11	1
2022-01-26 13:45:07.027923	12.97	67.51	1
2022-01-26 13:45:07.128842	13.29	67.19	1
2022-01-26 13:45:07.229819	12.73	67.03	1
2022-01-26 13:45:07.330729	12.49	68.16	1
2022-01-26 13:45:07.431628	11.92	67.60	1
2022-01-26 13:45:07.532538	12.57	66.63	1
2022-01-26 13:45:07.633459	12.65	67.35	1
2022-01-26 13:45:07.734427	12.65	68.00	1
2022-01-26 13:45:07.835363	13.05	67.35	1
2022-01-26 13:45:07.936297	12.65	66.55	1
2022-01-26 13:45:08.037210	12.89	67.03	1
2022-01-26 13:45:08.138195	13.45	67.68	1
2022-01-26 13:45:08.240319	12.57	67.03	1
2022-01-26 13:45:08.342342	13.05	66.87	1
2022-01-26 13:45:08.444418	13.29	66.87	1
2022-01-26 13:45:08.546431	12.73	66.95	1
