#time	analog (mA)	digital (mA)	status
2022-01-26 13:42:00.807580	13.37	68.56	1
2022-01-26 13:42:00.908660	12.81	68.40	1
2022-01-26 13:42:01.009589	12.41	68.64	1
2022-01-26 13:42:01.110515	12.00	68.56	1
2022-01-26 13:42:01.211448	12.41	69.05	1
2022-01-26 13:42:01.312384	13.21	68.08	1
2022-01-26 13:42:01.413403	12.97	68.24	1
2022-01-26 13:42:01.514311	12.73	68.48	1
2022-01-26 13:42:01.615217	12.49	69.21	1
2022-01-26 13:42:01.716135	12.25	68.56	1
2022-01-26 13:42:01.817062	12.00	67.76	1
2022-01-26 13:42:01.918040	12.73	68.96	1
2022-01-26 13:42:02.018968	12.08	68.64	1
2022-01-26 13:42:02.119903	12.57	67.92	1
2022-01-26 13:42:02.220815	12.17	68.80	1
2022-01-26 13:42:02.321750	12.41	68.40	1
2022-01-26 13:42:02.422765	12.08	68.40	1
2022-01-26 13:42:02.523674	12.73	68.08	1
2022-01-26 13:42:02.624573	13.13	69.13	1
2022-01-26 13:42:02.725470	12.08	67.92	1
2022-01-26 13:42:02.826364	12.49	69.05	1
2022-01-26 13:42:02.927331	12.25	69.05	1
2022-01-26 13:42:03.028260	12.49	68.24	1
2022-01-26 13:42:03.129160	11.92	68.48	1
2022-01-26 13:42:03.230067	12.00	69.21	1
2022-01-26 13:42:03.330965	12.57	68.88	1
2022-01-26 13:42:03.431940	13.13	68.80	1
2022-01-26 13:42:03.532845	12.33	68.64	1
2022-01-26 13:42:03.633743	11.92	68.88	1
2022-01-26 13:42:03.734636	12.57	68.56	1
2022-01-26 13:42:03.835526	11.84	68.40	1
2022-01-26 13:42:03.936517	12.97	68.64	1
2022-01-26 13:42:04.037428	12.81	68.56	1
2022-01-26 13:42:04.138354	12.89	68.56	1
2022-01-26 13:42:04.239250	12.89	68.08	1
2022-01-26 13:42:04.340162	12.73	68.88	1
2022-01-26 13:42:04.441146	12.65	68.40	1
2022-01-26 13:42:04.542049	13.05	68.40	1
2022-01-26 13:42:04.642949	12.81	68.16	1
2022-01-26 13:42:04.743870	12.25	68.80	1
2022-01-26 13:42:04.844764	13.05	68.56	1
2022-01-26 13:42:04.945734	12.81	68.00	1
2022-01-26 13:42:05.046634	12.65	68.64	1
2022-01-26 13:42:05.147527	11.92	68.56	1
2022-01-26 13:42:05.248427	11.92	67.35	1
2022-01-26 13:42:05.349400	12.81	68.32	1
2022-01-26 13:42:05.451453	13.21	69.29	1
2022-01-26 13:42:05.553510	12.25	68.80	1
2022-01-26 13:42:05.655518	12.41	67.68	1
2022-01-26 13:42:05.757769	13.05	68.08	1
