# value	current [nA]
0	0.009000
1	0.018000
2	0.033000
3	0.048000
4	0.060000
5	0.077250
6	0.088500
7	0.102000
8	0.116250
9	0.129750
10	0.143250
11	0.155250
12	0.173250
13	0.186000
14	0.198750
15	0.211500
16	0.227250
17	0.238500
18	0.252000
19	0.267750
20	0.281250
21	0.297000
22	0.309750
23	0.318750
24	0.333000
25	0.349500
26	0.361500
27	0.375000
28	0.387750
29	0.402750
30	0.415500
31	0.428250
32	0.439500
33	0.454500
34	0.467250
35	0.479250
36	0.495000
37	0.510000
38	0.519750
39	0.532500
40	0.545250
41	0.558750
42	0.573000
43	0.585000
44	0.600750
45	0.615750
46	0.627000
47	0.642000
48	0.651750
49	0.665250
50	0.678000
51	0.693000
52	0.704250
53	0.720750
54	0.730500
55	0.741750
56	0.757500
57	0.768750
58	0.783750
59	0.798750
60	0.812250
61	0.822000
62	0.835500
63	0.848250
64	0.863250
65	0.876000
66	0.888750
67	0.899250
68	0.917250
69	0.929250
70	0.941250
71	0.954000
72	0.969750
73	0.981000
74	0.995250
75	1.007250
76	1.019250
77	1.037250
78	1.046250
79	1.058250
80	1.075500
81	1.086000
82	1.099500
83	1.110750
84	1.123500
85	1.135500
86	1.150500
87	1.165500
88	1.176000
89	1.188750
90	1.203750
91	1.216500
92	1.233000
93	1.239750
94	1.257000
95	1.267500
96	1.282500
97	1.293750
98	1.307250
99	1.318500
100	1.327500
101	1.345500
102	1.360500
103	1.370250
104	1.382250
105	1.398000
106	1.411500
107	1.422750
108	1.434000
109	1.446000
110	1.461000
111	1.472250
112	1.484250
113	1.499250
114	1.512000
115	1.525500
116	1.533750
117	1.551750
118	1.560750
119	1.575750
120	1.587000
121	1.598250
122	1.611750
123	1.623750
124	1.638000
125	1.650750
126	1.663500
127	1.679250
128	1.691250
129	1.703250
130	1.713750
131	1.728750
132	1.740000
133	1.749000
134	1.766250
135	1.777500
136	1.790250
137	1.801500
138	1.814250
139	1.827000
140	1.840500
141	1.854750
142	1.866750
143	1.880250
144	1.889250
145	1.902750
146	1.916250
147	1.927500
148	1.941750
149	1.954500
150	1.965000
151	1.981500
152	1.991250
153	2.005500
154	2.017500
155	2.032500
156	2.046000
157	2.055750
158	2.070000
159	2.083500
160	2.095500
161	2.103750
162	2.123250
163	2.133750
164	2.143500
165	2.154750
166	2.166750
167	2.185500
168	2.197500
169	2.210250
170	2.221500
171	2.234250
172	2.243250
173	2.261250
174	2.268750
175	2.283750
176	2.296500
177	2.310000
178	2.319750
179	2.333250
180	2.345250
181	2.360250
182	2.370000
183	2.382000
184	2.395500
185	2.413500
186	2.421000
187	2.436750
188	2.447250
189	2.460000
190	2.474250
191	2.487000
192	2.496750
193	2.511000
194	2.522250
195	2.536500
196	2.547000
197	2.562750
198	2.571750
199	2.586000
200	2.599500
201	2.609250
202	2.623500
203	2.637750
204	2.647500
205	2.660250
206	2.670750
207	2.688750
208	2.700750
209	2.709000
210	2.723250
211	2.736000
212	2.752500
213	2.759250
214	2.773500
215	2.786250
216	2.798250
217	2.810250
218	2.826750
219	2.835750
220	2.848500
221	2.862000
222	2.873250
223	2.886000
224	2.898000
225	2.910000
226	2.922750
227	2.935500
228	2.947500
229	2.960250
230	2.972250
231	2.985000
232	2.998500
233	3.010500
234	3.023250
235	3.033000
236	3.034500
237	3.035250
238	3.035250
239	3.035250
240	3.035250
241	3.035250
242	3.036000
243	3.036000
244	3.036000
245	3.036750
246	3.036000
247	3.036750
248	3.036000
249	3.036000
250	3.036000
251	3.036750
252	3.036000
253	3.036750
254	3.036750
255	3.036000
